Geo_Code,Prov_Name,CMA_CA_Name,CT_Name,GNR,Topic,Characteristic,Note,Total,Flag_Total,Male,Flag_Male,Female,Flag_Female
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,"      Yugoslavian, n.o.s.",,30,,20,,10,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,"      Southern European origins, n.i.e.",41,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,    Other European origins,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Basque,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Jewish,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Roma (Gypsy),,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,"      Slavic, n.o.s.",,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,"      Other European origins, n.i.e.",42,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,  Caribbean origins,,40,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,    Antiguan,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,    Bahamian,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,    Barbadian,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,    Bermudan,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,    Carib,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,    Cuban,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,    Dominican,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,    Grenadian,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,    Haitian,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,    Jamaican,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,    Kittitian/Nevisian,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,    Martinican,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,    Montserratan,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,    Puerto Rican,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,    St. Lucian,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,    Trinidadian/Tobagonian,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,    Vincentian/Grenadinian,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,"    West Indian, n.o.s.",,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,"    Caribbean origins, n.i.e.",43,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,"  Latin, Central and South American origins",,60,,20,,40,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,    Aboriginal from Central/South America (except Maya),,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,    Argentinian,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,    Belizean,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,    Bolivian,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,    Brazilian,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,    Chilean,,25,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,    Colombian,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,    Costa Rican,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,    Ecuadorian,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,    Guatemalan,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,    Guyanese,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,    Hispanic,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,    Honduran,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,    Maya,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,    Mexican,,35,,10,,30,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,    Nicaraguan,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,    Panamanian,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,    Paraguayan,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,    Peruvian,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,    Salvadorean,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,    Uruguayan,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,    Venezuelan,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,"    Latin, Central and South American origins, n.i.e.",44,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,  African origins,,30,,15,,20,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,    Central and West African origins,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Akan,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Angolan,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Ashanti,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Beninese,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Burkinabe,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Cameroonian,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Chadian,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Congolese,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Gabonese,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Gambian,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Ghanaian,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Guinean,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Ibo,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Ivorian,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Liberian,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Malian,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Nigerian,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Peulh,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Senegalese,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Sierra Leonean,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Togolese,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Yoruba,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,"      Central and West African origins, n.i.e.",45,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,    North African origins,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Algerian,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Berber,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Coptic,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Dinka,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Egyptian,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Libyan,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Maure,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Moroccan,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Sudanese,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Tunisian,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,"      North African origins, n.i.e.",46,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,    Southern and East African origins,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Afrikaner,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Amhara,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,"      Bantu, n.o.s.",,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Burundian,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Eritrean,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Ethiopian,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Harari,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Kenyan,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Malagasy,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Mauritian,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Oromo,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Rwandan,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Seychellois,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Somali,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      South African,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Tanzanian,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Tigrian,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Ugandan,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Zambian,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Zimbabwean,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Zulu,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,"      Southern and East African origins, n.i.e.",47,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,    Other African origins,,15,,15,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,"      Black, n.o.s.",48,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,"      Other African origins, n.i.e.",49,15,,10,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,  Asian origins,,215,,115,,100,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,    West Central Asian and Middle Eastern origins,,30,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Afghan,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,"      Arab, n.o.s.",,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Armenian,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Assyrian,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Azerbaijani,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Georgian,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Iranian,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Iraqi,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Israeli,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Jordanian,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Kazakh,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Kurd,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Kuwaiti,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Lebanese,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Palestinian,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Pashtun,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Saudi Arabian,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Syrian,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Tajik,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Tatar,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Turk,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Uighur,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Uzbek,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Yemeni,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,"      West Central Asian and Middle Eastern origins, n.i.e.",50,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,    South Asian origins,,60,,30,,25,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Bangladeshi,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Bengali,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      East Indian,,65,,30,,30,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Goan,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Gujarati,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Kashmiri,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Nepali,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Pakistani,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Punjabi,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Sinhalese,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Sri Lankan,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Tamil,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,"      South Asian origins, n.i.e.",51,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,    East and Southeast Asian origins,,125,,60,,70,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Burmese,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Cambodian (Khmer),,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Chinese,,40,,0,,30,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Filipino,,25,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Hmong,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Indonesian,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Japanese,,20,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Korean,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Laotian,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Malaysian,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Mongolian,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Singaporean,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Taiwanese,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Thai,,20,,0,,25,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Tibetan,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Vietnamese,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,"      East and Southeast Asian origins, n.i.e.",52,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,    Other Asian origins,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,"      Other Asian origins, n.i.e.",53,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,  Oceania origins,,10,,0,,10,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,    Australian,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,    New Zealander,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,    Pacific Islands origins,,10,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Fijian,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Hawaiian,,10,,0,,10,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Maori,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,"      Polynesian, n.o.s.",,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Samoan,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,"      Pacific Islands origins, n.i.e.",54,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Religion,Total population in private households by religion,55,5820,,2745,,3075,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Religion,  Buddhist,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Religion,  Christian,,3210,,1370,,1840,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Religion,    Anglican,,340,,135,,205,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Religion,    Baptist,,155,,55,,100,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Religion,    Catholic,,1160,,495,,665,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Religion,    Christian Orthodox,,15,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Religion,    Lutheran,,145,,35,,110,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Religion,    Pentecostal,,95,,40,,55,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Religion,    Presbyterian,,65,,0,,40,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Religion,    United Church,,440,,160,,280,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Religion,    Other Christian,,790,,405,,390,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Religion,  Hindu,,10,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Religion,  Jewish,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Religion,  Muslim,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Religion,  Sikh,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Religion,  Traditional (Aboriginal) Spirituality,,65,,25,,40,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Religion,  Other religions,,85,,35,,55,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Religion,  No religious affiliation,,2405,,1295,,1115,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Aboriginal population,Total population in private households by Aboriginal identity,,5820,,2745,,3070,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Aboriginal population,  Aboriginal identity,56,820,,375,,445,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Aboriginal population,    First Nations (North American Indian) single identity,57,500,,245,,260,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Aboriginal population,    Métis single identity,,295,,115,,180,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Aboriginal population,    Inuk (Inuit) single identity,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Aboriginal population,    Multiple Aboriginal identities,58,15,,15,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Aboriginal population,    Aboriginal identities not included elsewhere,59,10,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Aboriginal population,  Non-Aboriginal identity,,5000,,2370,,2630,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Aboriginal population,Total population in private households by Registered or Treaty Indian status,57,5820,,2745,,3075,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Aboriginal population,  Registered or Treaty Indian,60,445,,205,,235,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Aboriginal population,  Not a Registered or Treaty Indian,,5375,,2540,,2835,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Aboriginal population,Total population in private households by Aboriginal ancestry,61,5820,,2745,,3075,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Aboriginal population,  Aboriginal ancestry,62,875,,410,,470,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Aboriginal population,    First Nations (North American Indian) Aboriginal ancestry,57,640,,315,,330,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Aboriginal population,    Métis ancestry,,270,,110,,160,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Aboriginal population,    Inuit ancestry,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Aboriginal population,  Non-Aboriginal ancestry only,63,4940,,2335,,2605,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Non-official languages spoken,Total population in private households by non-official languages spoken,64,600,,255,,345,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Non-official languages spoken,  Aboriginal languages,,85,,30,,50,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Non-official languages spoken,    Algonquin,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Non-official languages spoken,    Atikamekw,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Non-official languages spoken,    Blackfoot,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Non-official languages spoken,    Cree languages,65,10,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Non-official languages spoken,    Mi'kmaq,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Non-official languages spoken,    Innu/Montagnais,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Non-official languages spoken,    Ojibway,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Non-official languages spoken,    Oji-Cree,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Non-official languages spoken,    Carrier,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Non-official languages spoken,    Dene,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Non-official languages spoken,    Tlicho (Dogrib),,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Non-official languages spoken,"    Slavey, n.o.s.",,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Non-official languages spoken,    Stoney,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Non-official languages spoken,    Inuktitut,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Non-official languages spoken,    Other Aboriginal languages,66,70,,25,,45,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Non-official languages spoken,  Non-Aboriginal languages,,515,,220,,295,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Non-official languages spoken,    Italian,,40,,25,,15,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Non-official languages spoken,    Portuguese,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Non-official languages spoken,    Romanian,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Non-official languages spoken,    Spanish,,100,,50,,45,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Non-official languages spoken,    Dutch,,20,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Non-official languages spoken,    Flemish,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Non-official languages spoken,    German,,180,,85,,95,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Non-official languages spoken,    Yiddish,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Non-official languages spoken,    Danish,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Non-official languages spoken,    Norwegian,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Non-official languages spoken,    Swedish,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Non-official languages spoken,    Afrikaans,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Non-official languages spoken,    Gaelic languages,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Non-official languages spoken,    Bosnian,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Non-official languages spoken,    Bulgarian,,0,,0,,0,
