Geo_Code,Prov_Name,CMA_CA_Name,CT_Name,GNR,Topic,Characteristic,Note,Total,Flag_Total,Male,Flag_Male,Female,Flag_Female
9150102.04,British Columbia,Kelowna,0102.04,36.2,Income of households in 2010,"  $20,000 to $29,999",,365,,,...,,...
9150102.04,British Columbia,Kelowna,0102.04,36.2,Income of households in 2010,"  $30,000 to $39,999",,490,,,...,,...
9150102.04,British Columbia,Kelowna,0102.04,36.2,Income of households in 2010,"  $40,000 to $49,999",,370,,,...,,...
9150102.04,British Columbia,Kelowna,0102.04,36.2,Income of households in 2010,"  $50,000 to $59,999",,285,,,...,,...
9150102.04,British Columbia,Kelowna,0102.04,36.2,Income of households in 2010,"  $60,000 to $79,999",,515,,,...,,...
9150102.04,British Columbia,Kelowna,0102.04,36.2,Income of households in 2010,"  $80,000 to $99,999",,150,,,...,,...
9150102.04,British Columbia,Kelowna,0102.04,36.2,Income of households in 2010,"  $100,000 and over",,135,,,...,,...
9150102.04,British Columbia,Kelowna,0102.04,36.2,Income of households in 2010,"    $100,000 to $124,999",,90,,,...,,...
9150102.04,British Columbia,Kelowna,0102.04,36.2,Income of households in 2010,"    $125,000 and over",,45,,,...,,...
9150102.04,British Columbia,Kelowna,0102.04,36.2,Income of households in 2010,Household income in 2010 of private households,151,2795,,,...,,...
9150102.04,British Columbia,Kelowna,0102.04,36.2,Income of households in 2010,  Median household total income ($),,44127,,,...,,...
9150102.04,British Columbia,Kelowna,0102.04,36.2,Income of households in 2010,  Average household total income ($),,52016,,,...,,...
9150102.04,British Columbia,Kelowna,0102.04,36.2,Income of households in 2010,  Median after-tax household income ($),,42231,,,...,,...
9150102.04,British Columbia,Kelowna,0102.04,36.2,Income of households in 2010,  Average after-tax household income ($),,47011,,,...,,...
9150102.04,British Columbia,Kelowna,0102.04,36.2,Income of households in 2010,  One-person private households,152,840,,,...,,...
9150102.04,British Columbia,Kelowna,0102.04,36.2,Income of households in 2010,    Median household total income ($),,29564,,,...,,...
9150102.04,British Columbia,Kelowna,0102.04,36.2,Income of households in 2010,    Average household total income ($),,34941,,,...,,...
9150102.04,British Columbia,Kelowna,0102.04,36.2,Income of households in 2010,    Median after-tax household income ($),,28800,,,...,,...
9150102.04,British Columbia,Kelowna,0102.04,36.2,Income of households in 2010,    Average after-tax household income ($),,30953,,,...,,...
9150102.04,British Columbia,Kelowna,0102.04,36.2,Income of households in 2010,  Two-or-more-persons private households,152,1960,,,...,,...
9150102.04,British Columbia,Kelowna,0102.04,36.2,Income of households in 2010,    Median household total income ($),,55557,,,...,,...
9150102.04,British Columbia,Kelowna,0102.04,36.2,Income of households in 2010,    Average household total income ($),,59334,,,...,,...
9150102.04,British Columbia,Kelowna,0102.04,36.2,Income of households in 2010,    Median after-tax household income ($),,50304,,,...,,...
9150102.04,British Columbia,Kelowna,0102.04,36.2,Income of households in 2010,    Average after-tax household income ($),,53893,,,...,,...
9150102.04,British Columbia,Kelowna,0102.04,36.2,Income of individuals in 2010,Population in private households for income status,153,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Income of individuals in 2010,  Less than 18 years,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Income of individuals in 2010,    Less than 6 years,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Income of individuals in 2010,  18 to 64 years,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Income of individuals in 2010,  65 years and over,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Income of individuals in 2010,In low income in 2010 based on after-tax low-income measure (LIM-AT),,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Income of individuals in 2010,  Less than 18 years,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Income of individuals in 2010,    Less than 6 years,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Income of individuals in 2010,  18 to 64 years,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Income of individuals in 2010,  65 years and over,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Income of individuals in 2010,Prevalence of low income in 2010 based on after-tax low-income measure (%),,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Income of individuals in 2010,  Less than 18 years (%),,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Income of individuals in 2010,    Less than 6 years (%),,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Income of individuals in 2010,  18 to 64 years (%),,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Income of individuals in 2010,  65 years and over (%),,0,,0,,0,
